index,YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE              (UNITS),CONSUMPTION
0,2001,1,AK,Total Electric Power Industry,Coal (Short Tons),47615
1,2001,1,AK,Total Electric Power Industry,Petroleum (Barrels),124998
2,2001,1,AK,Total Electric Power Industry,Natural Gas (Mcf),3941267
3,2001,1,AK,"Electric Generators, Electric Utilities",Coal (Short Tons),16535
4,2001,1,AK,"Electric Generators, Electric Utilities",Petroleum (Barrels),114198
5,2001,1,AK,"Electric Generators, Electric Utilities",Natural Gas (Mcf),3189447
6,2001,1,AK,"Combined Heat and Power, Electric Power",Coal (Short Tons),22890
7,2001,1,AK,"Combined Heat and Power, Electric Power",Petroleum (Barrels),550
8,2001,1,AK,"Combined Heat and Power, Commercial Power",Coal (Short Tons),8190
9,2001,1,AK,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),1590
10,2001,1,AK,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),8660
11,2001,1,AK,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),751820
12,2001,1,AL,Total Electric Power Industry,Coal (Short Tons),3020601
13,2001,1,AL,Total Electric Power Industry,Petroleum (Barrels),284241
14,2001,1,AL,Total Electric Power Industry,Natural Gas (Mcf),5213844
15,2001,1,AL,Total Electric Power Industry,Other Gases (Billion BTU),357
16,2001,1,AL,"Electric Generators, Electric Utilities",Coal (Short Tons),2987681
17,2001,1,AL,"Electric Generators, Electric Utilities",Petroleum (Barrels),174121
18,2001,1,AL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),3677044
19,2001,1,AL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
20,2001,1,AL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),13320
21,2001,1,AL,"Combined Heat and Power, Electric Power",Coal (Short Tons),3110
22,2001,1,AL,"Combined Heat and Power, Electric Power",Petroleum (Barrels),50
23,2001,1,AL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),540
24,2001,1,AL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),29810
25,2001,1,AL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),110070
26,2001,1,AL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),1522940
27,2001,1,AL,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),357
28,2001,1,AR,Total Electric Power Industry,Coal (Short Tons),1299773
29,2001,1,AR,Total Electric Power Industry,Petroleum (Barrels),209194
30,2001,1,AR,Total Electric Power Industry,Natural Gas (Mcf),2116520
31,2001,1,AR,"Electric Generators, Electric Utilities",Coal (Short Tons),1297733
32,2001,1,AR,"Electric Generators, Electric Utilities",Petroleum (Barrels),198174
33,2001,1,AR,"Electric Generators, Electric Utilities",Natural Gas (Mcf),1668280
34,2001,1,AR,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),2500
35,2001,1,AR,"Combined Heat and Power, Industrial Power",Coal (Short Tons),2040
36,2001,1,AR,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),11020
37,2001,1,AR,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),445740
38,2001,1,AZ,Total Electric Power Industry,Coal (Short Tons),1752881
39,2001,1,AZ,Total Electric Power Industry,Petroleum (Barrels),268016
40,2001,1,AZ,Total Electric Power Industry,Natural Gas (Mcf),7203167
41,2001,1,AZ,"Electric Generators, Electric Utilities",Coal (Short Tons),1737661
42,2001,1,AZ,"Electric Generators, Electric Utilities",Petroleum (Barrels),267616
43,2001,1,AZ,"Electric Generators, Electric Utilities",Natural Gas (Mcf),6844567
44,2001,1,AZ,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),348550
45,2001,1,AZ,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),20
46,2001,1,AZ,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),9980
47,2001,1,AZ,"Combined Heat and Power, Industrial Power",Coal (Short Tons),15220
48,2001,1,AZ,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),380
49,2001,1,AZ,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),70
50,2001,1,CA,Total Electric Power Industry,Coal (Short Tons),85430
51,2001,1,CA,Total Electric Power Industry,Petroleum (Barrels),960824
52,2001,1,CA,Total Electric Power Industry,Natural Gas (Mcf),94388265
53,2001,1,CA,Total Electric Power Industry,Other Gases (Billion BTU),835
54,2001,1,CA,"Electric Generators, Electric Utilities",Petroleum (Barrels),123074
55,2001,1,CA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),12267925
56,2001,1,CA,"Electric Generators, Independent Power Producers",Coal (Short Tons),0
57,2001,1,CA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),585190
58,2001,1,CA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),59711330
59,2001,1,CA,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),0
60,2001,1,CA,"Combined Heat and Power, Electric Power",Coal (Short Tons),71550
61,2001,1,CA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),137420
62,2001,1,CA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),13398260
63,2001,1,CA,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),1
64,2001,1,CA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),210
65,2001,1,CA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),1082860
66,2001,1,CA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),13880
67,2001,1,CA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),114930
68,2001,1,CA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),7927890
69,2001,1,CA,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),834
70,2001,1,CO,Total Electric Power Industry,Coal (Short Tons),1761516
71,2001,1,CO,Total Electric Power Industry,Petroleum (Barrels),41490
72,2001,1,CO,Total Electric Power Industry,Natural Gas (Mcf),5895726
73,2001,1,CO,"Electric Generators, Electric Utilities",Coal (Short Tons),1750796
74,2001,1,CO,"Electric Generators, Electric Utilities",Petroleum (Barrels),39180
75,2001,1,CO,"Electric Generators, Electric Utilities",Natural Gas (Mcf),2697216
76,2001,1,CO,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),1410720
77,2001,1,CO,"Combined Heat and Power, Electric Power",Coal (Short Tons),10720
78,2001,1,CO,"Combined Heat and Power, Electric Power",Petroleum (Barrels),200
79,2001,1,CO,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),1664700
80,2001,1,CO,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),73740
81,2001,1,CO,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),2110
82,2001,1,CO,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),49350
83,2001,1,CT,Total Electric Power Industry,Coal (Short Tons),129900
84,2001,1,CT,Total Electric Power Industry,Petroleum (Barrels),1515098
85,2001,1,CT,Total Electric Power Industry,Natural Gas (Mcf),1028670
86,2001,1,CT,Total Electric Power Industry,Other Gases (Billion BTU),2
87,2001,1,CT,"Electric Generators, Electric Utilities",Petroleum (Barrels),2398
88,2001,1,CT,"Electric Generators, Electric Utilities",Natural Gas (Mcf),0
89,2001,1,CT,"Electric Generators, Independent Power Producers",Coal (Short Tons),75420
90,2001,1,CT,"Electric Generators, Independent Power Producers",Petroleum (Barrels),1506590
91,2001,1,CT,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),381850
92,2001,1,CT,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),2
93,2001,1,CT,"Combined Heat and Power, Electric Power",Coal (Short Tons),54480
94,2001,1,CT,"Combined Heat and Power, Electric Power",Petroleum (Barrels),900
95,2001,1,CT,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),510360
96,2001,1,CT,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),180
97,2001,1,CT,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),19080
98,2001,1,CT,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),5030
99,2001,1,CT,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),117380
100,2001,1,DC,Total Electric Power Industry,Petroleum (Barrels),25410
101,2001,1,DC,"Electric Generators, Independent Power Producers",Petroleum (Barrels),25410
102,2001,1,DE,Total Electric Power Industry,Coal (Short Tons),207094
103,2001,1,DE,Total Electric Power Industry,Petroleum (Barrels),256313
104,2001,1,DE,Total Electric Power Industry,Natural Gas (Mcf),78375
105,2001,1,DE,Total Electric Power Industry,Other Gases (Billion BTU),252
106,2001,1,DE,"Electric Generators, Electric Utilities",Coal (Short Tons),151554
107,2001,1,DE,"Electric Generators, Electric Utilities",Petroleum (Barrels),42153
108,2001,1,DE,"Electric Generators, Electric Utilities",Natural Gas (Mcf),6585
109,2001,1,DE,"Electric Generators, Independent Power Producers",Coal (Short Tons),52800
110,2001,1,DE,"Electric Generators, Independent Power Producers",Petroleum (Barrels),141460
111,2001,1,DE,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),71790
112,2001,1,DE,"Combined Heat and Power, Industrial Power",Coal (Short Tons),2740
113,2001,1,DE,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),72700
114,2001,1,DE,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),252
115,2001,1,FL,Total Electric Power Industry,Coal (Short Tons),2719355
116,2001,1,FL,Total Electric Power Industry,Petroleum (Barrels),7416967
117,2001,1,FL,Total Electric Power Industry,Natural Gas (Mcf),17984564
118,2001,1,FL,Total Electric Power Industry,Other Gases (Billion BTU),0
119,2001,1,FL,"Electric Generators, Electric Utilities",Coal (Short Tons),2533625
120,2001,1,FL,"Electric Generators, Electric Utilities",Petroleum (Barrels),7182317
121,2001,1,FL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),13605584
122,2001,1,FL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),182300
123,2001,1,FL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),767120
124,2001,1,FL,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),0
125,2001,1,FL,"Combined Heat and Power, Electric Power",Coal (Short Tons),176140
126,2001,1,FL,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
127,2001,1,FL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),2837050
128,2001,1,FL,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),39500
129,2001,1,FL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),9590
130,2001,1,FL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),52350
131,2001,1,FL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),735310
132,2001,1,GA,Total Electric Power Industry,Coal (Short Tons),2995627
133,2001,1,GA,Total Electric Power Industry,Petroleum (Barrels),460661
134,2001,1,GA,Total Electric Power Industry,Natural Gas (Mcf),889884
135,2001,1,GA,"Electric Generators, Electric Utilities",Coal (Short Tons),2945277
136,2001,1,GA,"Electric Generators, Electric Utilities",Petroleum (Barrels),196881
137,2001,1,GA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),21214
138,2001,1,GA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),65300
139,2001,1,GA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),315480
140,2001,1,GA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),3810
141,2001,1,GA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),53270
142,2001,1,GA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),590
143,2001,1,GA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
144,2001,1,GA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),50350
145,2001,1,GA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),194080
146,2001,1,GA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),499920
147,2001,1,HI,Total Electric Power Industry,Coal (Short Tons),63330
148,2001,1,HI,Total Electric Power Industry,Petroleum (Barrels),1176468
149,2001,1,HI,Total Electric Power Industry,Natural Gas (Mcf),0
150,2001,1,HI,Total Electric Power Industry,Other Gases (Billion BTU),32
151,2001,1,HI,"Electric Generators, Electric Utilities",Petroleum (Barrels),910658
152,2001,1,HI,"Electric Generators, Electric Utilities",Natural Gas (Mcf),0
153,2001,1,HI,"Electric Generators, Independent Power Producers",Coal (Short Tons),0
154,2001,1,HI,"Combined Heat and Power, Electric Power",Coal (Short Tons),61870
155,2001,1,HI,"Combined Heat and Power, Electric Power",Petroleum (Barrels),196790
156,2001,1,HI,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),0
157,2001,1,HI,"Combined Heat and Power, Industrial Power",Coal (Short Tons),1460
158,2001,1,HI,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),69020
159,2001,1,HI,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),32
160,2001,1,IA,Total Electric Power Industry,Coal (Short Tons),2019426
161,2001,1,IA,Total Electric Power Industry,Petroleum (Barrels),16533
162,2001,1,IA,Total Electric Power Industry,Natural Gas (Mcf),487746
163,2001,1,IA,"Electric Generators, Electric Utilities",Coal (Short Tons),1967396
164,2001,1,IA,"Electric Generators, Electric Utilities",Petroleum (Barrels),11803
165,2001,1,IA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),232106
166,2001,1,IA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),1190
167,2001,1,IA,"Combined Heat and Power, Electric Power",Coal (Short Tons),5440
168,2001,1,IA,"Combined Heat and Power, Commercial Power",Coal (Short Tons),3960
169,2001,1,IA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),3020
170,2001,1,IA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),9580
171,2001,1,IA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),42630
172,2001,1,IA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),520
173,2001,1,IA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),246060
174,2001,1,ID,Total Electric Power Industry,Coal (Short Tons),3000
175,2001,1,ID,Total Electric Power Industry,Petroleum (Barrels),1702
176,2001,1,ID,Total Electric Power Industry,Natural Gas (Mcf),191880
177,2001,1,ID,"Electric Generators, Electric Utilities",Petroleum (Barrels),1702
178,2001,1,ID,"Electric Generators, Electric Utilities",Natural Gas (Mcf),0
179,2001,1,ID,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),89120
180,2001,1,ID,"Combined Heat and Power, Industrial Power",Coal (Short Tons),3000
181,2001,1,ID,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),102760
182,2001,1,IL,Total Electric Power Industry,Coal (Short Tons),4360851
183,2001,1,IL,Total Electric Power Industry,Petroleum (Barrels),37968
184,2001,1,IL,Total Electric Power Industry,Natural Gas (Mcf),1382059
185,2001,1,IL,Total Electric Power Industry,Other Gases (Billion BTU),206
186,2001,1,IL,"Electric Generators, Electric Utilities",Coal (Short Tons),1580961
187,2001,1,IL,"Electric Generators, Electric Utilities",Petroleum (Barrels),11218
188,2001,1,IL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),99809
189,2001,1,IL,"Electric Generators, Independent Power Producers",Coal (Short Tons),2694920
190,2001,1,IL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),21380
191,2001,1,IL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),416920
192,2001,1,IL,"Combined Heat and Power, Electric Power",Coal (Short Tons),9020
193,2001,1,IL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),406780
194,2001,1,IL,"Combined Heat and Power, Commercial Power",Coal (Short Tons),870
195,2001,1,IL,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),850
196,2001,1,IL,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),132490
197,2001,1,IL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),75080
198,2001,1,IL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),4520
199,2001,1,IL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),326060
200,2001,1,IL,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),206
201,2001,1,IN,Total Electric Power Industry,Coal (Short Tons),5181654
202,2001,1,IN,Total Electric Power Industry,Petroleum (Barrels),89786
203,2001,1,IN,Total Electric Power Industry,Natural Gas (Mcf),1691393
204,2001,1,IN,Total Electric Power Industry,Other Gases (Billion BTU),2009
205,2001,1,IN,"Electric Generators, Electric Utilities",Coal (Short Tons),5025074
206,2001,1,IN,"Electric Generators, Electric Utilities",Petroleum (Barrels),73496
207,2001,1,IN,"Electric Generators, Electric Utilities",Natural Gas (Mcf),474243
208,2001,1,IN,"Electric Generators, Independent Power Producers",Coal (Short Tons),144590
209,2001,1,IN,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),506130
210,2001,1,IN,"Combined Heat and Power, Electric Power",Coal (Short Tons),1130
211,2001,1,IN,"Combined Heat and Power, Electric Power",Petroleum (Barrels),20
212,2001,1,IN,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),3010
213,2001,1,IN,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),20
214,2001,1,IN,"Combined Heat and Power, Commercial Power",Coal (Short Tons),7750
215,2001,1,IN,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),270
216,2001,1,IN,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),8280
217,2001,1,IN,"Combined Heat and Power, Industrial Power",Coal (Short Tons),3110
218,2001,1,IN,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),16000
219,2001,1,IN,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),699730
220,2001,1,IN,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),1989
221,2001,1,KS,Total Electric Power Industry,Coal (Short Tons),1957336
222,2001,1,KS,Total Electric Power Industry,Petroleum (Barrels),190099
223,2001,1,KS,Total Electric Power Industry,Natural Gas (Mcf),782737
224,2001,1,KS,"Electric Generators, Electric Utilities",Coal (Short Tons),1957336
225,2001,1,KS,"Electric Generators, Electric Utilities",Petroleum (Barrels),189569
226,2001,1,KS,"Electric Generators, Electric Utilities",Natural Gas (Mcf),754437
227,2001,1,KS,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),5380
228,2001,1,KS,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),530
229,2001,1,KS,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),22920
230,2001,1,KY,Total Electric Power Industry,Coal (Short Tons),3573725
231,2001,1,KY,Total Electric Power Industry,Petroleum (Barrels),19170
232,2001,1,KY,Total Electric Power Industry,Natural Gas (Mcf),222859
233,2001,1,KY,"Electric Generators, Electric Utilities",Coal (Short Tons),3094405
234,2001,1,KY,"Electric Generators, Electric Utilities",Petroleum (Barrels),18950
235,2001,1,KY,"Electric Generators, Electric Utilities",Natural Gas (Mcf),61039
236,2001,1,KY,"Electric Generators, Independent Power Producers",Coal (Short Tons),479320
237,2001,1,KY,"Electric Generators, Independent Power Producers",Petroleum (Barrels),220
238,2001,1,KY,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),6550
239,2001,1,KY,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),155270
240,2001,1,LA,Total Electric Power Industry,Coal (Short Tons),1457653
241,2001,1,LA,Total Electric Power Industry,Petroleum (Barrels),1344421
242,2001,1,LA,Total Electric Power Industry,Natural Gas (Mcf),26433833
243,2001,1,LA,Total Electric Power Industry,Other Gases (Billion BTU),263
244,2001,1,LA,"Electric Generators, Electric Utilities",Coal (Short Tons),809923
245,2001,1,LA,"Electric Generators, Electric Utilities",Petroleum (Barrels),1004341
246,2001,1,LA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),14368383
247,2001,1,LA,"Electric Generators, Independent Power Producers",Coal (Short Tons),645120
248,2001,1,LA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),31340
249,2001,1,LA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),74950
250,2001,1,LA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),294700
251,2001,1,LA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),29020
252,2001,1,LA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),2610
253,2001,1,LA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),14040
254,2001,1,LA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),11961480
255,2001,1,LA,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),263
256,2001,1,MA,Total Electric Power Industry,Coal (Short Tons),434043
257,2001,1,MA,Total Electric Power Industry,Petroleum (Barrels),2151631
258,2001,1,MA,Total Electric Power Industry,Natural Gas (Mcf),5129133
259,2001,1,MA,"Electric Generators, Electric Utilities",Coal (Short Tons),37703
260,2001,1,MA,"Electric Generators, Electric Utilities",Petroleum (Barrels),68041
261,2001,1,MA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),21563
262,2001,1,MA,"Electric Generators, Independent Power Producers",Coal (Short Tons),395530
263,2001,1,MA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),1946040
264,2001,1,MA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),1390590
265,2001,1,MA,"Combined Heat and Power, Electric Power",Coal (Short Tons),0
266,2001,1,MA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),69900
267,2001,1,MA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),3432740
268,2001,1,MA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),24340
269,2001,1,MA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),194480
270,2001,1,MA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),810
271,2001,1,MA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),43310
272,2001,1,MA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),89760
273,2001,1,MD,Total Electric Power Industry,Coal (Short Tons),1080740
274,2001,1,MD,Total Electric Power Industry,Petroleum (Barrels),681862
275,2001,1,MD,Total Electric Power Industry,Natural Gas (Mcf),420200
276,2001,1,MD,Total Electric Power Industry,Other Gases (Billion BTU),518
277,2001,1,MD,"Electric Generators, Electric Utilities",Petroleum (Barrels),37102
278,2001,1,MD,"Electric Generators, Electric Utilities",Natural Gas (Mcf),790
279,2001,1,MD,"Electric Generators, Independent Power Producers",Coal (Short Tons),1024210
280,2001,1,MD,"Electric Generators, Independent Power Producers",Petroleum (Barrels),625770
281,2001,1,MD,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),45310
282,2001,1,MD,"Combined Heat and Power, Electric Power",Coal (Short Tons),56530
283,2001,1,MD,"Combined Heat and Power, Electric Power",Petroleum (Barrels),18980
284,2001,1,MD,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),313000
285,2001,1,MD,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),518
286,2001,1,MD,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),10
287,2001,1,MD,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
288,2001,1,MD,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),61100
289,2001,1,ME,Total Electric Power Industry,Coal (Short Tons),16140
290,2001,1,ME,Total Electric Power Industry,Petroleum (Barrels),733860
291,2001,1,ME,Total Electric Power Industry,Natural Gas (Mcf),3829270
292,2001,1,ME,Total Electric Power Industry,Other Gases (Billion BTU),0
293,2001,1,ME,"Electric Generators, Electric Utilities",Petroleum (Barrels),0
294,2001,1,ME,"Electric Generators, Independent Power Producers",Petroleum (Barrels),555440
295,2001,1,ME,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),2780910
296,2001,1,ME,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),0
297,2001,1,ME,"Combined Heat and Power, Electric Power",Coal (Short Tons),3730
298,2001,1,ME,"Combined Heat and Power, Electric Power",Petroleum (Barrels),490
299,2001,1,ME,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),990980
300,2001,1,ME,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),1760
301,2001,1,ME,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),20
302,2001,1,ME,"Combined Heat and Power, Industrial Power",Coal (Short Tons),12410
303,2001,1,ME,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),176170
304,2001,1,ME,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),57360
305,2001,1,MI,Total Electric Power Industry,Coal (Short Tons),3104700
306,2001,1,MI,Total Electric Power Industry,Petroleum (Barrels),135194
307,2001,1,MI,Total Electric Power Industry,Natural Gas (Mcf),7972181
308,2001,1,MI,Total Electric Power Industry,Other Gases (Billion BTU),0
309,2001,1,MI,"Electric Generators, Electric Utilities",Coal (Short Tons),3054960
310,2001,1,MI,"Electric Generators, Electric Utilities",Petroleum (Barrels),128454
311,2001,1,MI,"Electric Generators, Electric Utilities",Natural Gas (Mcf),2527611
312,2001,1,MI,"Electric Generators, Electric Utilities",Other Gases (Billion BTU),0
313,2001,1,MI,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),9130
314,2001,1,MI,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),0
315,2001,1,MI,"Combined Heat and Power, Electric Power",Coal (Short Tons),21260
316,2001,1,MI,"Combined Heat and Power, Electric Power",Petroleum (Barrels),5140
317,2001,1,MI,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),5146050
318,2001,1,MI,"Combined Heat and Power, Commercial Power",Coal (Short Tons),6100
319,2001,1,MI,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),750
320,2001,1,MI,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),11360
321,2001,1,MI,"Combined Heat and Power, Industrial Power",Coal (Short Tons),22380
322,2001,1,MI,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),850
323,2001,1,MI,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),278030
324,2001,1,MN,Total Electric Power Industry,Coal (Short Tons),1716888
325,2001,1,MN,Total Electric Power Industry,Petroleum (Barrels),141354
326,2001,1,MN,Total Electric Power Industry,Natural Gas (Mcf),815793
327,2001,1,MN,"Electric Generators, Electric Utilities",Coal (Short Tons),1651198
328,2001,1,MN,"Electric Generators, Electric Utilities",Petroleum (Barrels),132224
329,2001,1,MN,"Electric Generators, Electric Utilities",Natural Gas (Mcf),262883
330,2001,1,MN,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
331,2001,1,MN,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),217320
332,2001,1,MN,"Combined Heat and Power, Electric Power",Coal (Short Tons),17450
333,2001,1,MN,"Combined Heat and Power, Electric Power",Petroleum (Barrels),410
334,2001,1,MN,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),52290
335,2001,1,MN,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),3540
336,2001,1,MN,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),173790
337,2001,1,MN,"Combined Heat and Power, Industrial Power",Coal (Short Tons),48240
338,2001,1,MN,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),5180
339,2001,1,MN,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),109510
340,2001,1,MO,Total Electric Power Industry,Coal (Short Tons),3621214
341,2001,1,MO,Total Electric Power Industry,Petroleum (Barrels),131664
342,2001,1,MO,Total Electric Power Industry,Natural Gas (Mcf),489246
343,2001,1,MO,"Electric Generators, Electric Utilities",Coal (Short Tons),3609634
344,2001,1,MO,"Electric Generators, Electric Utilities",Petroleum (Barrels),131584
345,2001,1,MO,"Electric Generators, Electric Utilities",Natural Gas (Mcf),485406
346,2001,1,MO,"Combined Heat and Power, Commercial Power",Coal (Short Tons),3800
347,2001,1,MO,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
348,2001,1,MO,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
