index,YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE              (UNITS),CONSUMPTION
23513,2003,7,SD,"Electric Generators, Electric Utilities",Petroleum (Barrels),3757
23514,2003,7,SD,"Electric Generators, Electric Utilities",Natural Gas (Mcf),569245
23515,2003,7,TN,Total Electric Power Industry,Coal (Short Tons),2293059
23516,2003,7,TN,Total Electric Power Industry,Petroleum (Barrels),32587
23517,2003,7,TN,Total Electric Power Industry,Natural Gas (Mcf),664723
23518,2003,7,TN,Total Electric Power Industry,Other Gases (Billion BTU),0
23519,2003,7,TN,"Electric Generators, Electric Utilities",Coal (Short Tons),2223749
23520,2003,7,TN,"Electric Generators, Electric Utilities",Petroleum (Barrels),23161
23521,2003,7,TN,"Electric Generators, Electric Utilities",Natural Gas (Mcf),352512
23522,2003,7,TN,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),4844
23523,2003,7,TN,"Combined Heat and Power, Commercial Power",Coal (Short Tons),1613
23524,2003,7,TN,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),87410
23525,2003,7,TN,"Combined Heat and Power, Industrial Power",Coal (Short Tons),67697
23526,2003,7,TN,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),9426
23527,2003,7,TN,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),219957
23528,2003,7,TN,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),0
23529,2003,7,TX,Total Electric Power Industry,Coal (Short Tons),9212188
23530,2003,7,TX,Total Electric Power Industry,Petroleum (Barrels),469486
23531,2003,7,TX,Total Electric Power Industry,Natural Gas (Mcf),186153578
23532,2003,7,TX,Total Electric Power Industry,Other Gases (Billion BTU),4738
23533,2003,7,TX,"Electric Generators, Electric Utilities",Coal (Short Tons),3426993
23534,2003,7,TX,"Electric Generators, Electric Utilities",Petroleum (Barrels),6799
23535,2003,7,TX,"Electric Generators, Electric Utilities",Natural Gas (Mcf),33868521
23536,2003,7,TX,"Electric Generators, Independent Power Producers",Coal (Short Tons),5578952
23537,2003,7,TX,"Electric Generators, Independent Power Producers",Petroleum (Barrels),363000
23538,2003,7,TX,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),90052776
23539,2003,7,TX,"Combined Heat and Power, Electric Power",Petroleum (Barrels),15
23540,2003,7,TX,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),42006831
23541,2003,7,TX,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),964
23542,2003,7,TX,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),398
23543,2003,7,TX,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),450022
23544,2003,7,TX,"Combined Heat and Power, Industrial Power",Coal (Short Tons),206243
23545,2003,7,TX,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),99275
23546,2003,7,TX,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),19775429
23547,2003,7,TX,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),3773
23548,2003,7,UT,Total Electric Power Industry,Coal (Short Tons),1503399
23549,2003,7,UT,Total Electric Power Industry,Petroleum (Barrels),1871
23550,2003,7,UT,Total Electric Power Industry,Natural Gas (Mcf),2013941
23551,2003,7,UT,Total Electric Power Industry,Other Gases (Billion BTU),0
23552,2003,7,UT,"Electric Generators, Electric Utilities",Coal (Short Tons),1457388
23553,2003,7,UT,"Electric Generators, Electric Utilities",Petroleum (Barrels),1645
23554,2003,7,UT,"Electric Generators, Electric Utilities",Natural Gas (Mcf),1825779
23555,2003,7,UT,"Electric Generators, Independent Power Producers",Coal (Short Tons),46011
23556,2003,7,UT,"Electric Generators, Independent Power Producers",Petroleum (Barrels),210
23557,2003,7,UT,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),175904
23558,2003,7,UT,"Combined Heat and Power, Electric Power",Petroleum (Barrels),16
23559,2003,7,UT,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
23560,2003,7,UT,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),12258
23561,2003,7,UT,"Combined Heat and Power, Commercial Power",Other Gases (Billion BTU),0
23562,2003,7,UT,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
23563,2003,7,UT,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),0
23564,2003,7,VA,Total Electric Power Industry,Coal (Short Tons),1399902
23565,2003,7,VA,Total Electric Power Industry,Petroleum (Barrels),1087013
23566,2003,7,VA,Total Electric Power Industry,Natural Gas (Mcf),5619723
23567,2003,7,VA,Total Electric Power Industry,Other Gases (Billion BTU),0
23568,2003,7,VA,"Electric Generators, Electric Utilities",Coal (Short Tons),1078203
23569,2003,7,VA,"Electric Generators, Electric Utilities",Petroleum (Barrels),1008844
23570,2003,7,VA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),3695956
23571,2003,7,VA,"Electric Generators, Electric Utilities",Other Gases (Billion BTU),0
23572,2003,7,VA,"Electric Generators, Independent Power Producers",Coal (Short Tons),133576
23573,2003,7,VA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),53118
23574,2003,7,VA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),1380174
23575,2003,7,VA,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),0
23576,2003,7,VA,"Combined Heat and Power, Electric Power",Coal (Short Tons),161471
23577,2003,7,VA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),13370
23578,2003,7,VA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),324904
23579,2003,7,VA,"Combined Heat and Power, Commercial Power",Coal (Short Tons),1
23580,2003,7,VA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),24
23581,2003,7,VA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),26652
23582,2003,7,VA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),11657
23583,2003,7,VA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),218689
23584,2003,7,VT,Total Electric Power Industry,Petroleum (Barrels),1544
23585,2003,7,VT,Total Electric Power Industry,Natural Gas (Mcf),1865
23586,2003,7,VT,"Electric Generators, Electric Utilities",Petroleum (Barrels),1544
23587,2003,7,VT,"Electric Generators, Electric Utilities",Natural Gas (Mcf),1865
23588,2003,7,WA,Total Electric Power Industry,Coal (Short Tons),609649
23589,2003,7,WA,Total Electric Power Industry,Petroleum (Barrels),4763
23590,2003,7,WA,Total Electric Power Industry,Natural Gas (Mcf),6670377
23591,2003,7,WA,Total Electric Power Industry,Other Gases (Billion BTU),174
23592,2003,7,WA,"Electric Generators, Electric Utilities",Coal (Short Tons),0
23593,2003,7,WA,"Electric Generators, Electric Utilities",Petroleum (Barrels),100
23594,2003,7,WA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),2406088
23595,2003,7,WA,"Electric Generators, Independent Power Producers",Coal (Short Tons),608198
23596,2003,7,WA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),837
23597,2003,7,WA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),1555973
23598,2003,7,WA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),281
23599,2003,7,WA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),2621670
23600,2003,7,WA,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),174
23601,2003,7,WA,"Combined Heat and Power, Commercial Power",Coal (Short Tons),538
23602,2003,7,WA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),9
23603,2003,7,WA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),9703
23604,2003,7,WA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),913
23605,2003,7,WA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),3537
23606,2003,7,WA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),76944
23607,2003,7,WI,Total Electric Power Industry,Coal (Short Tons),2379881
23608,2003,7,WI,Total Electric Power Industry,Petroleum (Barrels),80262
23609,2003,7,WI,Total Electric Power Industry,Natural Gas (Mcf),2887291
23610,2003,7,WI,"Electric Generators, Electric Utilities",Coal (Short Tons),2341883
23611,2003,7,WI,"Electric Generators, Electric Utilities",Petroleum (Barrels),38841
23612,2003,7,WI,"Electric Generators, Electric Utilities",Natural Gas (Mcf),1735079
23613,2003,7,WI,"Electric Generators, Independent Power Producers",Coal (Short Tons),790
23614,2003,7,WI,"Electric Generators, Independent Power Producers",Petroleum (Barrels),129
23615,2003,7,WI,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),334613
23616,2003,7,WI,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
23617,2003,7,WI,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),468338
23618,2003,7,WI,"Combined Heat and Power, Commercial Power",Coal (Short Tons),1590
23619,2003,7,WI,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),135
23620,2003,7,WI,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),134704
23621,2003,7,WI,"Combined Heat and Power, Industrial Power",Coal (Short Tons),35619
23622,2003,7,WI,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),41157
23623,2003,7,WI,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),214558
23624,2003,7,WV,Total Electric Power Industry,Coal (Short Tons),3244932
23625,2003,7,WV,Total Electric Power Industry,Petroleum (Barrels),29711
23626,2003,7,WV,Total Electric Power Industry,Natural Gas (Mcf),341666
23627,2003,7,WV,Total Electric Power Industry,Other Gases (Billion BTU),148
23628,2003,7,WV,"Electric Generators, Electric Utilities",Coal (Short Tons),2314701
23629,2003,7,WV,"Electric Generators, Electric Utilities",Petroleum (Barrels),27070
23630,2003,7,WV,"Electric Generators, Electric Utilities",Natural Gas (Mcf),3893
23631,2003,7,WV,"Electric Generators, Independent Power Producers",Coal (Short Tons),868965
23632,2003,7,WV,"Electric Generators, Independent Power Producers",Petroleum (Barrels),2435
23633,2003,7,WV,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),280373
23634,2003,7,WV,"Combined Heat and Power, Electric Power",Coal (Short Tons),28525
23635,2003,7,WV,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),0
23636,2003,7,WV,"Combined Heat and Power, Industrial Power",Coal (Short Tons),32741
23637,2003,7,WV,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),206
23638,2003,7,WV,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),57400
23639,2003,7,WV,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),148
23640,2003,7,WY,Total Electric Power Industry,Coal (Short Tons),2300906
23641,2003,7,WY,Total Electric Power Industry,Petroleum (Barrels),5556
23642,2003,7,WY,Total Electric Power Industry,Natural Gas (Mcf),397688
23643,2003,7,WY,"Electric Generators, Electric Utilities",Coal (Short Tons),2247895
23644,2003,7,WY,"Electric Generators, Electric Utilities",Petroleum (Barrels),4943
23645,2003,7,WY,"Electric Generators, Electric Utilities",Natural Gas (Mcf),201845
23646,2003,7,WY,"Electric Generators, Independent Power Producers",Coal (Short Tons),44312
23647,2003,7,WY,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),152430
23648,2003,7,WY,"Combined Heat and Power, Industrial Power",Coal (Short Tons),8699
23649,2003,7,WY,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),613
23650,2003,7,WY,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),43413
23651,2003,7,US-TOTAL,Total Electric Power Industry,Coal (Short Tons),93797132
23652,2003,7,US-TOTAL,Total Electric Power Industry,Petroleum (Barrels),20956220
23653,2003,7,US-TOTAL,Total Electric Power Industry,Natural Gas (Mcf),672291677
23654,2003,7,US-TOTAL,Total Electric Power Industry,Other Gases (Billion BTU),13957
23655,2003,7,US-TOTAL,"Electric Generators, Electric Utilities",Coal (Short Tons),70527661
23656,2003,7,US-TOTAL,"Electric Generators, Electric Utilities",Petroleum (Barrels),12310573
23657,2003,7,US-TOTAL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),216715486
23658,2003,7,US-TOTAL,"Electric Generators, Electric Utilities",Other Gases (Billion BTU),451
23659,2003,7,US-TOTAL,"Electric Generators, Independent Power Producers",Coal (Short Tons),20486642
23660,2003,7,US-TOTAL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),7072514
23661,2003,7,US-TOTAL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),278775908
23662,2003,7,US-TOTAL,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),16
23663,2003,7,US-TOTAL,"Combined Heat and Power, Electric Power",Coal (Short Tons),1810673
23664,2003,7,US-TOTAL,"Combined Heat and Power, Electric Power",Petroleum (Barrels),553133
23665,2003,7,US-TOTAL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),116498727
23666,2003,7,US-TOTAL,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),1779
23667,2003,7,US-TOTAL,"Combined Heat and Power, Commercial Power",Coal (Short Tons),54275
23668,2003,7,US-TOTAL,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),95136
23669,2003,7,US-TOTAL,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),3543413
23670,2003,7,US-TOTAL,"Combined Heat and Power, Commercial Power",Other Gases (Billion BTU),0
23671,2003,7,US-TOTAL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),917880
23672,2003,7,US-TOTAL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),924863
23673,2003,7,US-TOTAL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),56758142
23674,2003,7,US-TOTAL,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),11711
23675,2003,8,AK,Total Electric Power Industry,Coal (Short Tons),28592
23676,2003,8,AK,Total Electric Power Industry,Petroleum (Barrels),121630
23677,2003,8,AK,Total Electric Power Industry,Natural Gas (Mcf),2883002
23678,2003,8,AK,"Electric Generators, Electric Utilities",Coal (Short Tons),2740
23679,2003,8,AK,"Electric Generators, Electric Utilities",Petroleum (Barrels),111424
23680,2003,8,AK,"Electric Generators, Electric Utilities",Natural Gas (Mcf),2667645
23681,2003,8,AK,"Combined Heat and Power, Electric Power",Coal (Short Tons),13265
23682,2003,8,AK,"Combined Heat and Power, Commercial Power",Coal (Short Tons),12587
23683,2003,8,AK,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),1401
23684,2003,8,AK,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),8805
23685,2003,8,AK,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),215357
23686,2003,8,AL,Total Electric Power Industry,Coal (Short Tons),3500522
23687,2003,8,AL,Total Electric Power Industry,Petroleum (Barrels),44906
23688,2003,8,AL,Total Electric Power Industry,Natural Gas (Mcf),18531823
23689,2003,8,AL,Total Electric Power Industry,Other Gases (Billion BTU),153
23690,2003,8,AL,"Electric Generators, Electric Utilities",Coal (Short Tons),3478310
23691,2003,8,AL,"Electric Generators, Electric Utilities",Petroleum (Barrels),35434
23692,2003,8,AL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),6282631
23693,2003,8,AL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),41
23694,2003,8,AL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),8263077
23695,2003,8,AL,"Combined Heat and Power, Electric Power",Coal (Short Tons),11218
23696,2003,8,AL,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
23697,2003,8,AL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),2577560
23698,2003,8,AL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),10994
23699,2003,8,AL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),9431
23700,2003,8,AL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),1408555
23701,2003,8,AL,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),153
23702,2003,8,AR,Total Electric Power Industry,Coal (Short Tons),1351214
23703,2003,8,AR,Total Electric Power Industry,Petroleum (Barrels),81322
23704,2003,8,AR,Total Electric Power Industry,Natural Gas (Mcf),8828080
23705,2003,8,AR,"Electric Generators, Electric Utilities",Coal (Short Tons),1349434
23706,2003,8,AR,"Electric Generators, Electric Utilities",Petroleum (Barrels),78809
23707,2003,8,AR,"Electric Generators, Electric Utilities",Natural Gas (Mcf),1365575
23708,2003,8,AR,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),6569694
23709,2003,8,AR,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
23710,2003,8,AR,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),723446
23711,2003,8,AR,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),32
23712,2003,8,AR,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),6984
23713,2003,8,AR,"Combined Heat and Power, Industrial Power",Coal (Short Tons),1780
23714,2003,8,AR,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),2481
23715,2003,8,AR,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),162381
23716,2003,8,AZ,Total Electric Power Industry,Coal (Short Tons),1754044
23717,2003,8,AZ,Total Electric Power Industry,Petroleum (Barrels),10455
23718,2003,8,AZ,Total Electric Power Industry,Natural Gas (Mcf),26802174
23719,2003,8,AZ,"Electric Generators, Electric Utilities",Coal (Short Tons),1745740
23720,2003,8,AZ,"Electric Generators, Electric Utilities",Petroleum (Barrels),10118
23721,2003,8,AZ,"Electric Generators, Electric Utilities",Natural Gas (Mcf),7558594
23722,2003,8,AZ,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
23723,2003,8,AZ,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),17020752
23724,2003,8,AZ,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),2209668
23725,2003,8,AZ,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),37
23726,2003,8,AZ,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),11237
23727,2003,8,AZ,"Combined Heat and Power, Industrial Power",Coal (Short Tons),8304
23728,2003,8,AZ,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),299
23729,2003,8,AZ,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),1922
23730,2003,8,CA,Total Electric Power Industry,Coal (Short Tons),85520
23731,2003,8,CA,Total Electric Power Industry,Petroleum (Barrels),566226
23732,2003,8,CA,Total Electric Power Industry,Natural Gas (Mcf),86050847
23733,2003,8,CA,Total Electric Power Industry,Other Gases (Billion BTU),1198
23734,2003,8,CA,"Electric Generators, Electric Utilities",Petroleum (Barrels),9760
23735,2003,8,CA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),11889677
23736,2003,8,CA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),231786
23737,2003,8,CA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),49970828
23738,2003,8,CA,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),0
23739,2003,8,CA,"Combined Heat and Power, Electric Power",Coal (Short Tons),72670
23740,2003,8,CA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),131459
23741,2003,8,CA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),14532915
23742,2003,8,CA,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),34
23743,2003,8,CA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),83
23744,2003,8,CA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),1487655
23745,2003,8,CA,"Combined Heat and Power, Commercial Power",Other Gases (Billion BTU),0
23746,2003,8,CA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),12850
23747,2003,8,CA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),193137
23748,2003,8,CA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),8169773
23749,2003,8,CA,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),1164
23750,2003,8,CO,Total Electric Power Industry,Coal (Short Tons),1766261
23751,2003,8,CO,Total Electric Power Industry,Petroleum (Barrels),2545
23752,2003,8,CO,Total Electric Power Industry,Natural Gas (Mcf),9957803
23753,2003,8,CO,Total Electric Power Industry,Other Gases (Billion BTU),2
23754,2003,8,CO,"Electric Generators, Electric Utilities",Coal (Short Tons),1752912
23755,2003,8,CO,"Electric Generators, Electric Utilities",Petroleum (Barrels),2533
23756,2003,8,CO,"Electric Generators, Electric Utilities",Natural Gas (Mcf),3859064
23757,2003,8,CO,"Electric Generators, Electric Utilities",Other Gases (Billion BTU),2
23758,2003,8,CO,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),4213352
23759,2003,8,CO,"Combined Heat and Power, Electric Power",Coal (Short Tons),13349
23760,2003,8,CO,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),1787296
23761,2003,8,CO,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),7258
23762,2003,8,CO,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),11
23763,2003,8,CO,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),90832
23764,2003,8,CT,Total Electric Power Industry,Coal (Short Tons),186672
23765,2003,8,CT,Total Electric Power Industry,Petroleum (Barrels),425956
23766,2003,8,CT,Total Electric Power Industry,Natural Gas (Mcf),4612942
23767,2003,8,CT,Total Electric Power Industry,Other Gases (Billion BTU),0
23768,2003,8,CT,"Electric Generators, Electric Utilities",Petroleum (Barrels),11537
23769,2003,8,CT,"Electric Generators, Independent Power Producers",Coal (Short Tons),129021
23770,2003,8,CT,"Electric Generators, Independent Power Producers",Petroleum (Barrels),400564
23771,2003,8,CT,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),4095248
23772,2003,8,CT,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),0
23773,2003,8,CT,"Combined Heat and Power, Electric Power",Coal (Short Tons),57651
23774,2003,8,CT,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
23775,2003,8,CT,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),270692
23776,2003,8,CT,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),176
23777,2003,8,CT,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),32344
23778,2003,8,CT,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),13680
23779,2003,8,CT,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),214658
23780,2003,8,DC,Total Electric Power Industry,Petroleum (Barrels),55939
23781,2003,8,DC,"Electric Generators, Independent Power Producers",Petroleum (Barrels),55939
23782,2003,8,DE,Total Electric Power Industry,Coal (Short Tons),212689
23783,2003,8,DE,Total Electric Power Industry,Petroleum (Barrels),349706
23784,2003,8,DE,Total Electric Power Industry,Natural Gas (Mcf),2120677
23785,2003,8,DE,Total Electric Power Industry,Other Gases (Billion BTU),167
23786,2003,8,DE,"Electric Generators, Electric Utilities",Petroleum (Barrels),1388
23787,2003,8,DE,"Electric Generators, Electric Utilities",Natural Gas (Mcf),65428
23788,2003,8,DE,"Electric Generators, Independent Power Producers",Coal (Short Tons),205619
23789,2003,8,DE,"Electric Generators, Independent Power Producers",Petroleum (Barrels),279445
23790,2003,8,DE,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),2040568
23791,2003,8,DE,"Combined Heat and Power, Electric Power",Coal (Short Tons),5609
23792,2003,8,DE,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
23793,2003,8,DE,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),11691
23794,2003,8,DE,"Combined Heat and Power, Industrial Power",Coal (Short Tons),1461
23795,2003,8,DE,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),68872
23796,2003,8,DE,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),2990
23797,2003,8,DE,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),167
23798,2003,8,FL,Total Electric Power Industry,Coal (Short Tons),2680806
23799,2003,8,FL,Total Electric Power Industry,Petroleum (Barrels),6375444
23800,2003,8,FL,Total Electric Power Industry,Natural Gas (Mcf),52037618
23801,2003,8,FL,Total Electric Power Industry,Other Gases (Billion BTU),20
23802,2003,8,FL,"Electric Generators, Electric Utilities",Coal (Short Tons),2468238
23803,2003,8,FL,"Electric Generators, Electric Utilities",Petroleum (Barrels),6127912
23804,2003,8,FL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),43828774
23805,2003,8,FL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),204921
23806,2003,8,FL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),4611302
23807,2003,8,FL,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),0
23808,2003,8,FL,"Combined Heat and Power, Electric Power",Coal (Short Tons),206260
23809,2003,8,FL,"Combined Heat and Power, Electric Power",Petroleum (Barrels),1649
23810,2003,8,FL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),2641905
23811,2003,8,FL,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),33642
23812,2003,8,FL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),6308
23813,2003,8,FL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),40963
23814,2003,8,FL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),921994
23815,2003,8,FL,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),20
23816,2003,8,GA,Total Electric Power Industry,Coal (Short Tons),3450052
23817,2003,8,GA,Total Electric Power Industry,Petroleum (Barrels),108623
23818,2003,8,GA,Total Electric Power Industry,Natural Gas (Mcf),8640168
23819,2003,8,GA,"Electric Generators, Electric Utilities",Coal (Short Tons),3425353
23820,2003,8,GA,"Electric Generators, Electric Utilities",Petroleum (Barrels),8173
23821,2003,8,GA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),2433545
23822,2003,8,GA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),55
23823,2003,8,GA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),5701765
23824,2003,8,GA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
23825,2003,8,GA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),197815
23826,2003,8,GA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),444
23827,2003,8,GA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),24700
23828,2003,8,GA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),99951
23829,2003,8,GA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),307043
23830,2003,8,HI,Total Electric Power Industry,Coal (Short Tons),64831
23831,2003,8,HI,Total Electric Power Industry,Petroleum (Barrels),1163899
23832,2003,8,HI,Total Electric Power Industry,Natural Gas (Mcf),0
23833,2003,8,HI,Total Electric Power Industry,Other Gases (Billion BTU),32
23834,2003,8,HI,"Electric Generators, Electric Utilities",Petroleum (Barrels),985259
23835,2003,8,HI,"Electric Generators, Independent Power Producers",Petroleum (Barrels),247
23836,2003,8,HI,"Combined Heat and Power, Electric Power",Coal (Short Tons),64831
23837,2003,8,HI,"Combined Heat and Power, Electric Power",Petroleum (Barrels),161312
23838,2003,8,HI,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),0
23839,2003,8,HI,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),17082
23840,2003,8,HI,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),32
23841,2003,8,IA,Total Electric Power Industry,Coal (Short Tons),2130260
23842,2003,8,IA,Total Electric Power Industry,Petroleum (Barrels),36456
23843,2003,8,IA,Total Electric Power Industry,Natural Gas (Mcf),1070329
23844,2003,8,IA,"Electric Generators, Electric Utilities",Coal (Short Tons),2050902
23845,2003,8,IA,"Electric Generators, Electric Utilities",Petroleum (Barrels),34956
23846,2003,8,IA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),1008133
23847,2003,8,IA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),387
23848,2003,8,IA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),24
